finicityId,sophtronId,finicityName,sophtronName,finicityhomeUrl,finicityloginUrl,sophtronUrl,logoUrl,oauth,oauthId,newinstitutionid,exactMatch
4222,33A9D265-F97A-44C3-BA9A-02A01A049C17,principal financial - retirement (personal),principal financial - retirement,https://www.principal.com,https://secure05.principal.com/enterprise/fdx/hybrid,https://secure05.principal.com/signon/member,https://prod-carpintero-branding.s3.us-west-2.amazonaws.com/4222/logo.svg,False,,,Y
12940,DD2B8238-C1B0-4871-827B-4214442529CD,bank of marin - business banking,bank of marin - business banking,https://www.bankofmarin.com/,https://online.bankofmarin.com/bankofmarin/uux.aspx#/login,https://www.bankofmarin.com/products-and-services/online-and-mobile-banking/,,False,,,Y
7208,B2CFB8F2-17D5-4489-8C92-55F3D14D2413,heritage bank (ga),heritage bank (ga),https://www.heritagebank.com/,https://olb.bankandgo.com/login/,https://www.the-heritage-bank.com/,https://prod-carpintero-branding.s3.us-west-2.amazonaws.com/7208/logo.svg,False,,,Y
170842,2770D793-2886-4BA0-BE59-09AAA01FCD01,home loan state bank,home loan state bank,https://www.hlsb.com,https://secure.hlsb.com/hlsb/uux.aspx#/login,https://secure.hlsb.com/hlsb/uux.aspx#/login,,False,,,Y
100958,67650AE8-8100-479C-93E3-9CE112399D90,john marshall consumer banking,john marshall bank - business,http://www.johnmarshallbank.com,https://cibng.ibanking-services.com/eam/credential/index?orgid=11i_056009356&fifid=056009356&brand=11i_056009356&appid=ceb&fiorg=11i,https://johnmarshallbank.ebanking-services.com/,,False,,,N
170855,5225F716-9FC9-431B-A407-17ED82A835B8,metro city bank,metro united bank,https://www.metrocitybank.bank/,https://olb.metrocitybank.com/login/,https://www.bankwithunited.com/personal-banking,,False,,,N
170847,492A4908-53C8-4668-A50A-45BAF5618346,belmont bank & trust - business banking,wheaton bank & trust - business banking,https://www.belmontbank.com/,https://web6.secureinternetbank.com/ebc_ebc1151/login/071026576,https://i-businessbanking.ebanking-services.com/eAM/Credential/Index?appId=beb&brand=i-businessbanking,,False,,,N
170841,FD8A13F1-C1B7-4D82-B62D-2EB7F1AC7D0B,sterling bank (mo),sterling bank (nj),https://www.sterbank.com/,https://web15.secureinternetbank.com/pbi_pbi1151/login/081519073,https://www.snb.com/,,False,,,N
170851,03065C0C-2D5D-4D6B-A65C-0513795A1F09,affinity bank,affinity bank,https://myaffinitybank.com/affinity/,https://myaffinitybank.myebanking.net/#/login,https://myaffinitybank.myebanking.net/,,False,,,Y
170834,2E255DF1-E11A-4597-8820-0105FBF88967,ameris bank - business banking,comerica bank - business banking,https://www.amerisbank.com/,https://ameris.ebanking-services.com/eam/credential/index?appid=beb&brand=ameris,https://cbc.comerica.com/,,False,,,N
170845,71E6CA29-F8A3-4316-B2D9-38CEBC16B08C,leumi bank - commerical banking,fifth third bank commerical banking,https://www.leumiusa.com,https://leumionline.ebanking-services.com/eam/credential/index?appid=beb&brand=leumionline&ec=eam_100006,https://express.53.com/portal/authn/#/login,,False,,,N
170849,F504118F-4988-4F0D-859F-2B9AA8D25FC7,marion bank & trust company,marine bank & trust company,https://www.marion-bank.com/,https://web13.secureinternetbank.com/pbi_pbi1151/login/062201630,https://www.marinebankandtrust.com/,,False,,,N
170850,A69778EE-3180-4E74-AB0A-5CEC2024DF0C,kearney trust company,kearney trust company,https://www.kearneytrust.com/,https://web15.secureinternetbank.com/pbi_pbi1151/login/101206457,http://www.kearneytrust.com/online-services.aspx,,False,,,Y
15070,A11D045D-BE11-4563-B7CE-5BC5CDEA8783,unified bank,united bank,https://www.thecitizensbank.com/,https://web9.secureinternetbank.com/pbi_pbi1151/login/043202946,https://www.bankwithunited.com/online-mobile-banking,,False,,,N
15418,4410D332-CE09-4FA3-8834-2E52F2AEEBD1,the citizens bank of cochran,the citizens bank of cochran,https://citizensbankcochran.com/,https://web10.secureinternetbank.com/pbi_pbi1151/login/061211346,https://citizensbankcochran.com/online/,,False,,,Y
101438,0EB7F3B4-D699-4102-B39D-6DA5625B03AC,malvern bank (ia),valley bank (ia),https://malvern.bank,https://web15.secureinternetbank.com/pbi_pbi1151/login/104905807,https://www.valleybankmt.com/,,False,,,N
13369,0E378EB1-02C7-4ADE-978A-E5697ED0B4D5,federated bank,federation bank,https://federatedbank.com,https://web5.secureinternetbank.com/pbi_pbi1151/login/071107783,https://www.federationbankia.com/,,False,,,N
13737,7237EABD-F3B7-4A4B-8707-E31986E34A0F,the bank of salem,the bank of salem,https://www.thebankofsalem.com/,https://secure1.ufsdata.com/pbi_pbi1151/login/081503694,https://thebankofsalem.bank/,,False,,,Y
13033,E6ED00E7-6F27-4144-9E5E-87AA75A402FA,bank vista - personal banking,onb bank - personal banking,https://www.bankvista.com,https://web15.secureinternetbank.com/pbi_pbi1151/login/091917050,https://www.oldnational.com/personal/bank/online-mobile-banking,,False,,,N
13660,C50761B6-5139-4B3E-AE77-E3FC167D9D31,schertz bank & trust,schertz bank & trust,https://www.schertzbank.com,https://web11.secureinternetbank.com/pbi_pbi1151/login/114916103,https://www.schertzbank.com/,,False,,,Y
170844,62E7496A-4F7B-4FB9-9C4B-B320D8317047,columbia bank of florida,community bank of florida,https://www.millenniumbank.com/,https://www.netteller.com/login2008/authentication/views/login.aspx?returnurl=%2fmillenniumbnk,https://www.floridacommunitybank.com/online-banking.htm,,False,,,N
7659,95C9A5A7-75A3-4B2C-9EF8-4CBE76794711,first united bank of north dakota,first united bank of north dakota,https://www.firstunitedonline.com,https://www.accudataser.com/pbi_pbi1151/login/091301132,https://www.firstunitedonline.com/,,False,,,Y
11855,7A206979-8826-413E-88D3-644AD1EC2519,clarion county community bank, pa,"clarion county community bank, pa",https://www.clarionbank.com,https://web13.secureinternetbank.com/pbi_pbi1151/login/043318791,https://web13.secureinternetbank.com/PBI_PBI1961/pbi1961.asp?Rt=043318791&LogonBy=Connect3&PRMAccess=Account&URL=Start.htm&afc=14,,False,,,N
170827,F5B8C45F-94A0-463D-94FC-19D67D31E77A,trustmark mytailoredwealth bank,trustmark - mytailoredwealth,https://www.trustmark.com/tailored-wealth/services-and-solutions/mytailoredwealth,https://auth.gws.seic.com/usmfaservices/tsulogin.jsp?appname=2&client=1&type=33554433&realmoid=06-0008d0c4-79ba-1cf1-b9b3-4452ac1200f2&guid=&smauthreason=0&method=get&smagentname=$sm$p05_ecx_trustmark_trustmark%2eecx%2eseic%2ecom&target=$sm$https%3a%2f%2ftrustmark%2eecx%2eseic%2ecom%2fgroup%2ftrustmark,https://trustmark.ecx.seic.com/,,False,,,N
15450,8943553B-4BA0-4471-A86E-8746E3F2518F,rawlins national bank,rawlins national bank,https://rnbonline.com/,https://web11.secureinternetbank.com/pbi_pbi1151/login/102300297,https://www.rnbonline.com/,,False,,,Y
11429,8F436A38-AAF1-4B2A-B201-DAB26B30961D,state bank of toledo,state bank of toledo,https://www.banktoledo.com,https://web15.secureinternetbank.com/pbi_pbi1151/login/073920780,https://www.banktoledo.com/,,False,,,Y
8138,2629FC3D-457F-4F1F-9ED8-7CC18CD1FC08,1st national bank (oh),1st national bank (oh),https://www.bankwith1st.com,https://web3.secureinternetbank.com/pbi_pbi1151/login/042208006,https://www.fnb-online.com/,,False,,,Y
7196,F504118F-4988-4F0D-859F-2B9AA8D25FC7,marine bank & trust company,marine bank & trust company,https://www.marinebk.com/,https://secure.ucbbanks.com/signin.aspx,https://www.marinebankandtrust.com/,,False,,,Y
4534,5FC27F93-1EEE-46AA-A0EB-3E80574AF2D5,mid america bank (mo),mid america bank,https://www.midambk.com,https://web13.secureinternetbank.com/pbi_pbi1151/login/081514748,https://www.midambk.com/,,False,,,Y
15087,34DEBAD2-8B00-4A31-9C89-708FF8004A94,texas regional bank,texas national bank,https://www.texasregionalbank.com/personal-banking/,https://retailonline.fiservapps.com/login/114917335,https://tnbnetbank.myebanking.net/#/login,https://prod-carpintero-branding.s3.us-west-2.amazonaws.com/15087/logo.svg,False,,,N
101205,8194AE3A-96C5-4E54-B847-A23B501CC053,rockwood bank,rockwood bank,https://www.rockwoodbank.com,https://web15.secureinternetbank.com/pbi_pbi1151/login/081006434,https://www.rockwoodbank.com/,,False,,,Y
13428,C17BDC06-CE20-42FD-A97A-C34D95C76FA2,citizens bank - new haven, mo,"citizens bank - new haven, mo",www.citizensbankmo.com,https://web4.secureinternetbank.com/pbi_pbi1151/login/081905593,https://www.citizensbankmo.com/,,False,,,N
100371,F9E433F9-5D3D-4662-9065-A84C6454D735,isu credit union (virtual branch),isu credit union (virtual branch),https://itsmycreditunion.org/,https://bsdc.onlinecu.com/itsmycu/#/,http://www.isucu.org/account-access/online-banking.html,,False,,,Y
15984,57BB3B2D-661D-4C77-9C0A-D4899C44849E,astra bank,astra bank,https://www.astra.bank/,https://web9.secureinternetbank.com/pbi_pbi1151/login/101102344/,https://www.astra.bank/,,False,,,Y
4073,CE0B501C-22AB-4E3D-A74B-AA720360249A,my personal credit union,my personal credit union,http://www.mpcu.org/,https://www.bloomcuonline.org/tob/live/usp-core/app/login/consumer,https://www.mpcu.org/,,False,,,Y
15332,36133EFA-3000-4AD6-A648-5E7BB3FBC3FC,fox valley savings bank,fox valley savings bank,http://www.fvsbank.com/,https://web2.secureinternetbank.com/pbi_pbi1151/login/275970130,https://www.fvsbank.com/,,False,,,Y
6000,3A93E29B-4755-481C-A1D1-503584CC09F5,citizens state bank (wi),citizens state bank (wi),https://www.csbnet.net/,https://go.csbnet.net/login,https://www.csbnet.net/,,False,,,Y
